13,0
14,1
24,2
27,3
31,4
46,5
55,6
69,7
70,8
78,9
94,10
100,11
108,12
112,13
117,14
131,15
151,16
157,17
175,18
177,19
192,20
208,21
214,22
230,23
241,24
254,25
259,26
271,27
284,28
288,29
297,30
298,31
310,32
329,33
338,34
341,35
352,36
358,37
371,38
380,39
388,40
407,41
422,42
426,43
427,44
436,45
438,46
458,47
466,48
480,49
497,50
505,51
523,52
530,53
539,54
545,55
552,56
568,57
581,58
587,59
606,60
625,61
636,62
644,63
650,64
659,65
664,66
681,67
691,68
707,69
708,70
714,71
729,72
731,73
744,74
751,75
754,76
756,77
758,78
764,79
767,80
782,81
801,82
811,83
813,84
822,85
837,86
857,87
860,88
876,89
877,90
894,91
899,92
906,93
916,94
929,95
940,96
953,97
971,98
981,99
983,100
989,101
1002,102
1011,103
1031,104
1039,105
1056,106
1064,107
1067,108
1079,109
1087,110
1106,111
1113,112
1115,113
1133,114
1151,115
1161,116
1172,117
1177,118
1196,119
1202,120
1209,121
1214,122
1217,123
1223,124
1241,125
1261,126
1267,127
1269,128
1284,129
1299,130
1318,131
1335,132
1350,133
1358,134
1366,135
1382,136
1399,137
1410,138
1411,139
1423,140
1441,141
1454,142
1458,143
1473,144
1493,145
1499,146
1510,147
1517,148
1521,149
1525,150
1526,151
1533,152
1540,153
1559,154
1568,155
1585,156
1595,157
1607,158
1608,159
1623,160
1625,161
1628,162
1642,163
1648,164
1649,165
1655,166
1671,167
1682,168
1691,169
1709,170
1718,171
1724,172
1743,173
1753,174
1762,175
1780,176
1796,177
1808,178
1822,179
1825,180
1834,181
1839,182
1842,183
1850,184
1870,185
1887,186
1902,187
1921,188
1925,189
1935,190
1945,191
1959,192
1967,193
1981,194
1993,195
2010,196
2023,197
2032,198
2043,199
2046,200
2049,201
2057,202
2064,203
2081,204
2088,205
2103,206
2123,207
2141,208
2142,209
2153,210
2161,211
2176,212
2182,213
2189,214
2198,215
2201,216
2204,217
2210,218
2218,219
2238,220
2251,221
2263,222
2283,223
2292,224
2301,225
2310,226
2327,227
2328,228
2347,229
2367,230
2375,231
2383,232
2401,233
2407,234
2415,235
2420,236
2435,237
2449,238
2457,239
2466,240
2476,241
2478,242
2487,243
2500,244
2513,245
2521,246
2529,247
2543,248
2550,249
2560,250
2575,251
2581,252
2586,253
2593,254
2606,255
2621,256
2626,257
2633,258
2638,259
2658,260
2662,261
2679,262
2682,263
2692,264
2708,265
2727,266
2736,267
2739,268
2742,269
2747,270
2766,271
2776,272
2779,273
2780,274
2798,275
2813,276
2817,277
2829,278
2830,279
2848,280
2856,281
2862,282
2880,283
2897,284
2899,285
2908,286
2919,287
2933,288
2936,289
2956,290
2960,291
2966,292
2975,293
2980,294
2982,295
2995,296
3009,297
3023,298
3037,299
3046,300
3052,301
3067,302
3083,303
3088,304
3097,305
3098,306
3101,307
3105,308
3116,309
3125,310
3143,311
3154,312
3171,313
3180,314
3183,315
3189,316
3201,317
3219,318
3231,319
3244,320
3246,321
3257,322
3275,323
3277,324
3297,325
3300,326
3305,327
3315,328
3334,329
3349,330
3351,331
3353,332
3372,333
3391,334
3411,335
3414,336
3426,337
3436,338
3452,339
3455,340
3462,341
3475,342
3490,343
3501,344
3511,345
3526,346
3545,347
3551,348
3558,349
3577,350
3591,351
3598,352
3616,353
3631,354
3632,355
3651,356
3666,357
3669,358
3672,359
3678,360
3689,361
3698,362
3717,363
3734,364
3735,365
3750,366
3755,367
3774,368
3787,369
3795,370
3797,371
3806,372
3810,373
3829,374
3847,375
3860,376
3867,377
3872,378
3877,379
3878,380
3880,381
3887,382
3901,383
3914,384
3925,385
3943,386
3946,387
3958,388
3971,389
3985,390
3992,391
3999,392
4012,393
4030,394
4043,395
4047,396
4061,397
4072,398
4081,399
4092,400
4100,401
4112,402
4127,403
4131,404
4149,405
4164,406
4166,407
4181,408
4185,409
4189,410
4200,411
4212,412
4228,413
4229,414
4240,415
4242,416
4259,417
4268,418
4286,419
4306,420
4315,421
4335,422
4353,423
4358,424
4362,425
4363,426
4379,427
4384,428
4385,429
4389,430
4394,431
4401,432
4416,433
4433,434
4448,435
4457,436
4462,437
4482,438
4496,439
4514,440
4521,441
4525,442
4541,443
4546,444
4566,445
4580,446
4598,447
4603,448
4617,449
4630,450
4635,451
4639,452
4649,453
4663,454
4665,455
4668,456
4686,457
4706,458
4720,459
4724,460
4740,461
4757,462
4777,463
4795,464
4811,465
4824,466
4841,467
4849,468
4853,469
4854,470
4871,471
4891,472
4893,473
4897,474
4902,475
4917,476
4926,477
4941,478
4961,479
4978,480
4984,481
4986,482
5004,483
5014,484
5025,485
5039,486
5057,487
5063,488
5079,489
5093,490
5101,491
5107,492
5119,493
5123,494
5140,495
5146,496
5164,497
5183,498
5191,499
5207,500
5219,501
5239,502
5255,503
5263,504
5281,505
5288,506
5306,507
5314,508
5315,509
5329,510
5335,511
5347,512
5350,513
5355,514
5371,515
5378,516
5393,517
5399,518
5409,519
5417,520
5434,521
5449,522
5452,523
5462,524
5472,525
5492,526
5502,527
5522,528
5523,529
5530,530
5547,531
5561,532
5578,533
5583,534
5600,535
5604,536
5616,537
5625,538
5630,539
5631,540
5634,541
5635,542
5645,543
5648,544
5668,545
5673,546
5693,547
5695,548
5704,549
5708,550
5709,551
5729,552
5735,553
5755,554
5772,555
5782,556
5800,557
5809,558
5823,559
5837,560
5856,561
5862,562
5875,563
5878,564
5882,565
5887,566
5888,567
5900,568
5911,569
5930,570
5949,571
5954,572
5971,573
5984,574
5990,575
6008,576
6015,577
6026,578
6031,579
6037,580
6041,581
6047,582
6059,583
6073,584
6080,585
6081,586
6090,587
6101,588
6115,589
6127,590
6136,591
6138,592
6155,593
6170,594
6184,595
6188,596
6206,597
6215,598
6216,599
6232,600
6240,601
6248,602
6258,603
6260,604
6273,605
6282,606
6300,607
6302,608
6311,609
6324,610
6342,611
6345,612
6349,613
6355,614
6366,615
6374,616
6388,617
6391,618
6396,619
6405,620
6417,621
6419,622
6425,623
6439,624
6449,625
6457,626
6472,627
6473,628
6478,629
6483,630
6487,631
6488,632
6501,633
6504,634
6507,635
6527,636
6544,637
6562,638
6580,639
6582,640
6601,641
6614,642
6627,643
6633,644
6646,645
6663,646
6666,647
6681,648
6691,649
6697,650
6699,651
6706,652
6713,653
6722,654
6726,655
6745,656
6755,657
6768,658
6772,659
6787,660
6789,661
6799,662
6803,663
6820,664
6827,665
6846,666
6858,667
6861,668
6874,669
6885,670
6899,671
6905,672
6914,673
6918,674
6926,675
6934,676
6954,677
6973,678
6980,679
6990,680
7005,681
7025,682
7031,683
7035,684
7045,685
7065,686
7079,687
7093,688
7112,689
7124,690
7126,691
7138,692
7139,693
7156,694
7164,695
7179,696
7193,697
7197,698
7217,699
7219,700
7227,701
7245,702
7249,703
7260,704
7269,705
7281,706
7290,707
7307,708
7310,709
7323,710
7327,711
7342,712
7345,713
7360,714
7366,715
7373,716
7378,717
7396,718
7405,719
7411,720
7426,721
7430,722
7444,723
7461,724
7474,725
7479,726
7491,727
7506,728
7507,729
7513,730
7520,731
7530,732
7538,733
7557,734
7575,735
7585,736
7588,737
7606,738
7618,739
7620,740
7635,741
7640,742
7655,743
7661,744
7680,745
7690,746
7707,747
7710,748
7730,749
7737,750
7746,751
7758,752
7769,753
7781,754
7801,755
7816,756
7824,757
7835,758
7848,759
7855,760
7875,761
7879,762
7890,763
7905,764
7917,765
7928,766
7943,767
7961,768
7964,769
7981,770
8001,771
8013,772
8025,773
8038,774
8039,775
8056,776
8074,777
8078,778
8079,779
8099,780
8109,781
8114,782
8122,783
8142,784
8144,785
8164,786
8173,787
8184,788
8194,789
8199,790
8206,791
8216,792
8230,793
8236,794
8250,795
8269,796
8287,797
8307,798
8310,799
8320,800
8321,801
8339,802
8350,803
8369,804
8372,805
8385,806
8400,807
8419,808
8426,809
8434,810
8438,811
8455,812
8465,813
8478,814
8486,815
8498,816
8517,817
8526,818
8539,819
8555,820
8558,821
8566,822
8574,823
8587,824
8594,825
8613,826
8630,827
8645,828
8653,829
8664,830
8683,831
8688,832
8697,833
8701,834
8713,835
8729,836
8740,837
8756,838
8769,839
8780,840
8800,841
8818,842
8838,843
8846,844
8856,845
8859,846
8874,847
8887,848
8897,849
8913,850
8929,851
8942,852
8951,853
8970,854
8973,855
8989,856
8997,857
9014,858
9024,859
9037,860
9049,861
9064,862
9075,863
9090,864
9095,865
9108,866
9109,867
9110,868
9122,869
9123,870
9141,871
9160,872
9180,873
9187,874
9195,875
9198,876
9206,877
9225,878
9235,879
9239,880
9251,881
9265,882
9275,883
9279,884
9299,885
9314,886
9322,887
9326,888
9331,889
9350,890
9357,891
9359,892
9362,893
9375,894
9376,895
9388,896
9392,897
9396,898
9409,899
9429,900
9436,901
9452,902
9467,903
9486,904
9492,905
9512,906
9518,907
9536,908
9551,909
9570,910
9580,911
9591,912
9608,913
9621,914
9623,915
9625,916
9640,917
9646,918
9656,919
9658,920
9671,921
9686,922
9695,923
9715,924
9730,925
9746,926
9758,927
9759,928
9766,929
9775,930
9782,931
9791,932
9809,933
9816,934
9822,935
9827,936
9836,937
9852,938
9853,939
9871,940
9888,941
9899,942
9913,943
9931,944
9935,945
9951,946
9963,947
9978,948
9996,949
10011,950
10021,951
10027,952
10037,953
10053,954
10061,955
10075,956
10090,957
10102,958
10112,959
10129,960
10146,961
10160,962
10165,963
10179,964
10188,965
10206,966
10213,967
10228,968
10235,969
10251,970
10252,971
10272,972
10292,973
10297,974
10312,975
10329,976
10337,977
10341,978
10352,979
10358,980
10376,981
10391,982
10395,983
10401,984
10408,985
10416,986
10422,987
10434,988
10449,989
10450,990
10456,991
10457,992
10458,993
10478,994
10492,995
10508,996
10524,997
10536,998
10548,999
10564,1000
10578,1001
10589,1002
10608,1003
10622,1004
10641,1005
10643,1006
10650,1007
10660,1008
10667,1009
10687,1010
10693,1011
10704,1012
10717,1013
10723,1014
10741,1015
10746,1016
10762,1017
10781,1018
10787,1019
10797,1020
10817,1021
10823,1022
10834,1023
10848,1024
10849,1025
10862,1026
10875,1027
10881,1028
10883,1029
10898,1030
10904,1031
10923,1032
10934,1033
10953,1034
10964,1035
10973,1036
10989,1037
10990,1038
11000,1039
11019,1040
11033,1041
11043,1042
11044,1043
11053,1044
11069,1045
11084,1046
11093,1047
11107,1048
11118,1049
11128,1050
11135,1051
11138,1052
11154,1053
11157,1054
11172,1055
11176,1056
11177,1057
11183,1058
11189,1059
11202,1060
11206,1061
11212,1062
11217,1063
11228,1064
11230,1065
11249,1066
11250,1067
11256,1068
11264,1069
11274,1070
11282,1071
11293,1072
11307,1073
